Month,CITY,STORE,STATUS,Zone,ORDER COUNT,CART SALES,DISCOUNT,NET REVENUE,IDEAL FOOD COST,GROSS MARGIN,EBITDA,VARIANCE,Revenue Cohort,CM Cohort,EBITDA Category,EBITDA Cohort,CM,GM%,CM%,Variance %,Revenue Band,Variance Bucket
Dec-2023,Ahmedabad,Aguirre-Goodman,Active,East,8522,2838238.55,673933.11,2246837.04,773101.14,1344483.76,8219.14,19335.64,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,670550.65,59.83895298432502,29.84420490059217,0.8605715348185643,INR 15 to 25 lacs,Var < 2%
Jan-2024,Ahmedabad,Aguirre-Goodman,Active,East,12113,5920936.38,1020292.18,5010709.73,1741787.84,3142742.07,1693353.4,27861.8,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,2122449.8899999997,62.720497481301905,42.358268675842844,0.5560449816756796,Above INR 45 lacs,Var < 2%
Feb-2024,Ahmedabad,Aguirre-Goodman,Active,East,13290,4816027.75,907373.99,4036270.42,1190512.32,2743035.48,1239594.72,10113.32,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,1835661.49,67.95965568630062,45.479150279529584,0.25056101171734674,INR 35 to 45 lacs,Var < 2%
Mar-2024,Ahmedabad,Aguirre-Goodman,Active,East,11743,5328792.05,1325702.63,4036739.1,1517571.09,2462567.03,1137838.83,14647.69,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,1136864.4,61.00386893965973,28.16293973519368,0.3628594674349898,INR 35 to 45 lacs,Var < 2%
Oct-2023,Ahmedabad,Rice-Chan,Active,East,9342,3552400.18,688729.63,2977785.02,980318.25,1926003.96,555172.09,28335.83,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,1237274.33,64.67908015737147,41.55015629704525,0.9515740662836703,INR 25 to 35 lacs,Var < 2%
Nov-2023,Ahmedabad,Rice-Chan,Active,East,13919,4931249.43,1107086.77,3889536.09,1144817.63,2690033.27,1459506.63,28198.86,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,1582946.5,69.16077413232075,40.69756555466233,0.7249928872622957,INR 35 to 45 lacs,Var < 2%
Dec-2023,Ahmedabad,Rice-Chan,Active,East,9671,4712332.38,1184072.51,3681454.93,1154919.67,2388984.14,1101634.75,25415.61,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,1204911.6300000001,64.89239133507469,32.72922398645255,0.6903686309694955,INR 35 to 45 lacs,Var < 2%
Jan-2024,Ahmedabad,Rice-Chan,Active,East,11968,3715716.98,985167.16,2799582.79,1291073.5,1390727.97,109649.06,15351.85,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,405560.80999999994,49.67625801128746,14.48647317909823,0.5483620650489853,INR 25 to 35 lacs,Var < 2%
Feb-2024,Ahmedabad,Rice-Chan,Active,East,9100,3982240.89,741825.1,3343141.35,1176440.08,2090033.75,820473.76,16641.99,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,1348208.65,62.51706198423228,40.32759936997578,0.49779498554555585,INR 25 to 35 lacs,Var < 2%
Mar-2024,Ahmedabad,Rice-Chan,Active,East,11760,5346429.69,1217350.39,4221079.31,1930228.03,2150995.22,794630.69,20889.65,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,933644.8300000003,50.95841755221606,22.118627996117905,0.4948888297481433,INR 35 to 45 lacs,Var < 2%
Oct-2023,Ahmedabad,"King, Navarro and Smith",Active,North,14310,5899422.12,1572427.26,4456332.68,1531579.99,2822026.17,1379556.55,16038.33,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,1249598.91,63.326200547486955,28.04097000226653,0.3598997460844867,INR 35 to 45 lacs,Var < 2%
Nov-2023,Ahmedabad,"King, Navarro and Smith",Active,North,10809,3765624.92,847606.53,3031700.43,1121945.3,1843180.15,492630.46,18739.92,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,995573.6199999999,60.796908947893634,32.83878611977503,0.6181323132905977,INR 25 to 35 lacs,Var < 2%
Dec-2023,Ahmedabad,"King, Navarro and Smith",Active,North,14186,4755418.07,865930.99,4011632.53,1473678.68,2391248.58,870051.12,10921.13,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,1525317.59,59.60786692493991,38.022365672660456,0.27223655004113745,INR 35 to 45 lacs,Var < 2%
Jan-2024,Ahmedabad,"King, Navarro and Smith",Active,North,9217,3358066.46,930877.22,2483092.71,780652.53,1612656.52,169893.14,14807.98,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,681779.3,64.94548163688984,27.45686044078475,0.596352280378609,INR 15 to 25 lacs,Var < 2%
Feb-2024,Ahmedabad,"King, Navarro and Smith",Active,North,14225,6763576.72,2003072.72,4837617.4,2069100.67,2675378.67,1246451.39,15913.89,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,672305.95,55.30364327695695,13.897460142259286,0.3289613188508872,Above INR 45 lacs,Var < 2%
Mar-2024,Ahmedabad,"King, Navarro and Smith",Active,North,11207,5278564.69,955744.16,4431700.17,2018360.88,2293977.48,1035332.21,16083.97,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,1338233.3199999998,51.76292149746222,30.19683797787249,0.3629300129300038,INR 35 to 45 lacs,Var < 2%
Oct-2023,Mumbai,Erickson-Terry,Active,West,10388,4025312.45,1136789.12,3006933.37,1301355.48,1565973.81,287937.09,20351.93,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,429184.68999999994,52.078766547460944,14.273169278772544,0.6768334211542573,INR 25 to 35 lacs,Var < 2%
Nov-2023,Mumbai,Erickson-Terry,Active,West,7976,3911784.19,611659.66,3403653.75,1322322.67,1994403.0,434345.98,24023.4,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,1382743.3399999999,58.59594266896273,40.62526454108323,0.70581209971784,INR 25 to 35 lacs,Var < 2%
Dec-2023,Mumbai,Erickson-Terry,Active,West,8099,3516675.35,757135.4,2857079.8,831972.1,1962669.42,475450.53,14534.55,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,1205534.02,68.69494579745376,42.19462193530612,0.5087204774609375,INR 25 to 35 lacs,Var < 2%
Jan-2024,Mumbai,Erickson-Terry,Active,West,14722,6964376.83,1208953.01,5869323.59,2441958.88,3294081.67,1975437.48,23708.88,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,2085128.66,56.12370181143821,35.52587667090953,0.40394569555501375,Above INR 45 lacs,Var < 2%
Feb-2024,Mumbai,Erickson-Terry,Active,West,13340,4194392.4,758388.98,3532165.05,1561025.35,1822103.52,386460.94,20335.8,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,1063714.54,51.58602427143092,30.115085930086988,0.5757318730051983,INR 35 to 45 lacs,Var < 2%
Mar-2024,Mumbai,Erickson-Terry,Active,West,12922,4570598.64,882670.58,3730123.82,1316479.35,2303740.01,920200.72,28894.73,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,1421069.4299999997,61.76041657512591,38.09711147872834,0.7746319262935352,INR 35 to 45 lacs,Var < 2%
Oct-2023,Mumbai,"Baker, Morgan and Torres",Inactive,West,11757,5735198.86,866028.33,4915927.32,2360850.21,2411111.96,989914.23,29925.25,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,1545083.63,49.04694075094665,31.430156091079063,0.6087406922850926,Above INR 45 lacs,Var < 2%
Nov-2023,Mumbai,"Baker, Morgan and Torres",Inactive,West,7859,3321671.87,815979.45,2589149.23,752618.28,1765090.3,494577.91,24857.63,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,949110.8500000001,68.17259814723002,36.65724783271763,0.9600694201778398,INR 25 to 35 lacs,Var < 2%
Dec-2023,Mumbai,"Baker, Morgan and Torres",Inactive,West,8911,4433506.93,858878.3,3685574.38,1715942.08,1916131.51,458502.95,19390.51,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,1057253.21,51.99003771021439,28.68625351145403,0.5261190794364051,INR 35 to 45 lacs,Var < 2%
Jan-2024,Mumbai,"Baker, Morgan and Torres",Inactive,West,9135,4434331.12,735251.93,3742240.35,1155953.64,2469864.77,1056908.06,16534.85,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,1734612.8399999999,65.99962960690111,46.35225634291501,0.44184361381277926,INR 35 to 45 lacs,Var < 2%
Feb-2024,Mumbai,"Baker, Morgan and Torres",Inactive,West,13121,4916491.65,937696.95,4050246.92,1605317.35,2306491.92,1003538.18,20827.39,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,1368794.97,56.94694584200807,33.7953462353352,0.5142251919791596,INR 35 to 45 lacs,Var < 2%
Mar-2024,Mumbai,"Baker, Morgan and Torres",Inactive,West,14581,4430083.89,774654.33,3697954.79,1532359.79,2109821.78,812952.62,20650.08,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,1335167.4499999997,57.053747268770685,36.10556444904508,0.5584189416225935,INR 35 to 45 lacs,Var < 2%
Oct-2023,Bangalore,"Johnston, Kirby and Smith",Inactive,East,7204,3164900.57,710063.05,2533987.69,1061336.48,1327507.01,-186335.98,15710.18,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,617443.96,52.388060732844366,24.366494061381964,0.6199785445682257,INR 25 to 35 lacs,Var < 2%
Nov-2023,Bangalore,"Johnston, Kirby and Smith",Inactive,East,12318,4807208.18,853357.95,4001464.07,1885771.57,2058995.14,715646.19,11374.27,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,1205637.19,51.45604468716372,30.12990167871231,0.2842527085342541,INR 35 to 45 lacs,Var < 2%
Dec-2023,Bangalore,"Johnston, Kirby and Smith",Inactive,East,9621,3606875.19,740932.56,2978776.55,1071461.7,1847777.69,563039.93,13173.58,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,1106845.13,62.03142998423296,37.157709261542294,0.44224800950578186,INR 25 to 35 lacs,Var < 2%
Jan-2024,Bangalore,"Johnston, Kirby and Smith",Inactive,East,10471,4730201.63,1133229.99,3673485.66,1583579.23,2019681.01,797919.92,28781.37,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,886451.02,54.97996172931842,24.131059763004494,0.7834893794032124,INR 35 to 45 lacs,Var < 2%
Feb-2024,Bangalore,"Johnston, Kirby and Smith",Inactive,East,10293,3551171.21,814314.32,2830981.27,1235732.42,1499096.56,32148.74,20284.02,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,684782.2400000001,52.95324896303535,24.188865085638668,0.7165013846947846,INR 25 to 35 lacs,Var < 2%
Mar-2024,Bangalore,"Johnston, Kirby and Smith",Inactive,East,14934,7171190.0,2147223.89,5076999.12,2496556.22,2455624.51,1064518.09,22474.86,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,308400.61999999965,48.36763710134343,6.074466682200245,0.44268000582202194,Above INR 45 lacs,Var < 2%
Oct-2023,Bangalore,Acevedo Inc,Inactive,South,7991,2891073.46,491183.8,2483217.23,750835.98,1609080.89,212286.2,28984.01,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,1117897.0899999999,64.7982331372596,45.018094933241095,1.1671959122158635,INR 15 to 25 lacs,Var < 2%
Nov-2023,Bangalore,Acevedo Inc,Inactive,South,13332,5798850.2,1459163.18,4434029.3,1854469.27,2513939.37,1160441.25,19769.91,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,1054776.1900000002,56.696498825571595,23.78820974412596,0.44586782500512573,INR 35 to 45 lacs,Var < 2%
Dec-2023,Bangalore,Acevedo Inc,Inactive,South,12213,5817334.36,1382634.77,4518444.31,1941662.72,2503702.12,1064455.02,22379.83,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,1121067.35,55.410711037401285,24.810914400757554,0.49529945407250137,Above INR 45 lacs,Var < 2%
Jan-2024,Bangalore,Acevedo Inc,Inactive,South,8230,3863800.53,615731.81,3399862.75,1027864.79,2314894.47,1043787.37,12593.58,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%,1699162.6600000001,68.08788001809779,49.97738982257446,0.3704143645210384,INR 25 to 35 lacs,Var < 2%
Feb-2024,Bangalore,Acevedo Inc,Inactive,South,11134,4154308.51,843551.05,3422283.91,1634804.72,1727620.9,347258.21,17276.19,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,884069.8499999999,50.481518933944905,25.83274425060777,0.5048146341546513,INR 25 to 35 lacs,Var < 2%
Mar-2024,Bangalore,Acevedo Inc,Inactive,South,9837,4377476.95,1033711.14,3424415.76,1654280.89,1682988.14,298201.1,21354.55,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,649276.9999999999,49.146723352306964,18.960226955619426,0.6235968847427569,INR 25 to 35 lacs,Var < 2%
Oct-2023,Hyderabad,Kim-Williams,Inactive,North,12112,4876041.83,1367441.62,3593358.78,1643067.01,1814865.69,328559.44,10504.75,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,447424.06999999983,50.50610866082235,12.451416554625249,0.2923379112174265,INR 35 to 45 lacs,Var < 2%
Nov-2023,Hyderabad,Kim-Williams,Inactive,North,9334,3207549.83,901676.79,2441873.96,1031385.36,1314656.24,82145.63,29991.15,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,412979.44999999995,53.83800562744852,16.912398295938257,1.2282022123697163,INR 15 to 25 lacs,Var < 2%
Dec-2023,Hyderabad,Kim-Williams,Inactive,North,13751,5158838.95,1321788.82,3885591.61,1657596.35,2100639.99,685536.5,22215.41,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,778851.1700000002,54.062294776264466,20.044596760903552,0.5717381606143627,INR 35 to 45 lacs,Var < 2%
Jan-2024,Hyderabad,Kim-Williams,Inactive,North,10113,3826948.47,1005015.78,2938712.66,1058416.36,1828380.75,331408.33,24781.34,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,823364.97,62.21706446114401,28.01787943432346,0.8432719652148639,INR 25 to 35 lacs,Var < 2%
Feb-2024,Hyderabad,Kim-Williams,Inactive,North,10289,4965329.42,997860.09,4047409.31,1404152.4,2561940.59,1114325.81,10100.53,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,1564080.5,63.298282772393975,38.6439912596831,0.24955543722856144,INR 35 to 45 lacs,Var < 2%
Mar-2024,Hyderabad,Kim-Williams,Inactive,North,13773,5955207.29,1564293.43,4498942.47,1317493.46,3065096.65,1635627.02,15758.91,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,1500803.22,68.12926972146856,33.35902225929108,0.3502803182099815,INR 35 to 45 lacs,Var < 2%
Oct-2023,Bangalore,Valenzuela and Sons,Active,South,10214,5004655.04,853611.07,4205775.89,1418650.22,2678983.96,1341879.21,27913.96,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,1825372.8900000001,63.69773449816415,43.401572925941146,0.6637053597261456,INR 35 to 45 lacs,Var < 2%
Nov-2023,Bangalore,Valenzuela and Sons,Active,South,12633,5656720.55,876036.61,4833144.27,2320170.88,2364616.67,1045347.5,17016.38,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,1488580.06,48.92501729521101,30.799412904759,0.35207680651337153,Above INR 45 lacs,Var < 2%
Dec-2023,Bangalore,Valenzuela and Sons,Active,South,13151,4361670.92,688131.59,3774547.74,1232522.06,2434378.44,1128810.42,26897.25,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,1746246.85,64.49457279880635,46.263737281542504,0.7125953055239407,INR 35 to 45 lacs,Var < 2%
Jan-2024,Bangalore,Valenzuela and Sons,Active,South,9950,3816157.32,639029.94,3219892.72,1200178.77,1888246.85,620958.99,27586.6,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,1249216.9100000001,58.643160322434596,38.796848796875445,0.8567552523923839,INR 25 to 35 lacs,Var < 2%
Feb-2024,Bangalore,Valenzuela and Sons,Active,South,12406,3959322.93,782576.82,3267570.08,1185926.61,2003073.51,747736.18,20949.43,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,1220496.69,61.301623559975795,37.35181373676919,0.6411317733696472,INR 25 to 35 lacs,Var < 2%
Mar-2024,Bangalore,Valenzuela and Sons,Active,South,11552,4178285.12,985892.82,3280810.49,1206150.2,1990079.68,480164.47,16144.33,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,1004186.86,60.65817230424668,30.607889820542482,0.4920835887719927,INR 25 to 35 lacs,Var < 2%
Oct-2023,Pune,Long-Beck,Inactive,East,12375,5981931.57,1593847.21,4517895.59,1610269.57,2852386.89,1667533.83,24623.15,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,1258539.6800000002,63.135299016505165,27.856767712509274,0.5450137018328041,Above INR 45 lacs,Var < 2%
Nov-2023,Pune,Long-Beck,Inactive,East,13799,4170892.74,1118240.51,3162009.76,1081091.2,2003769.36,621800.38,14222.52,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,885528.8500000001,63.37011938887881,28.005253532171263,0.44979367805619935,INR 25 to 35 lacs,Var < 2%
Dec-2023,Pune,Long-Beck,Inactive,East,7969,3447064.7,967229.4,2569515.86,839058.16,1589377.43,254671.23,12222.74,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,622148.0299999999,61.85513211815707,24.212655764654436,0.4756826058275429,INR 25 to 35 lacs,Var < 2%
Jan-2024,Pune,Long-Beck,Inactive,East,12669,4410158.93,1106321.78,3371769.98,1221073.85,2073631.74,675143.17,27011.49,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,967309.96,61.499798393720795,28.688491971210915,0.8011071383938237,INR 25 to 35 lacs,Var < 2%
Feb-2024,Pune,Long-Beck,Inactive,East,14469,4408798.33,945437.83,3558150.67,1360485.24,2128164.53,733561.44,17562.02,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,1182726.6999999997,59.81097281639285,33.23992741431604,0.49357156649018463,INR 35 to 45 lacs,Var < 2%
Mar-2024,Pune,Long-Beck,Inactive,East,10867,4930534.66,906926.81,4108338.66,1307396.88,2665997.14,1431577.59,23276.49,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,1759070.33,64.8923411781248,42.81707219336198,0.5665669733273644,INR 35 to 45 lacs,Var < 2%
Oct-2023,Pune,Cruz-Murillo,Inactive,West,12197,4629698.66,1254170.71,3464172.64,1093048.64,2234823.1,716975.4,12555.49,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,980652.3900000001,64.51246321257246,28.30841565679013,0.36243834545151304,INR 25 to 35 lacs,Var < 2%
Nov-2023,Pune,Cruz-Murillo,Inactive,West,10814,3279331.32,850385.4,2477635.85,1124725.26,1237931.79,-74974.09,20977.46,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,387546.39,49.964234655387315,15.64178166052933,0.8466724438137266,INR 15 to 25 lacs,Var < 2%
Dec-2023,Pune,Cruz-Murillo,Inactive,West,10861,4705567.05,1403789.84,3358693.22,1629492.31,1670435.93,308175.2,26081.91,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,266646.08999999985,49.73469800853083,7.938983185847495,0.7765493390313272,INR 25 to 35 lacs,Var < 2%
Jan-2024,Pune,Cruz-Murillo,Inactive,West,7242,2896740.6,751812.46,2215824.43,999591.2,1153678.25,-112322.78,15046.24,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,401865.79000000004,52.065417926635995,18.136174714889304,0.6790357483331835,INR 15 to 25 lacs,Var < 2%
Feb-2024,Pune,Cruz-Murillo,Inactive,West,11837,5096893.02,882210.64,4319035.37,2090787.33,2101203.32,599182.09,16359.65,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,1218992.6799999997,48.64982895474643,28.22372533615069,0.3787801811866153,INR 35 to 45 lacs,Var < 2%
Mar-2024,Pune,Cruz-Murillo,Inactive,West,7746,3825473.35,790633.08,3124973.42,1181100.22,1853802.78,512580.7,18029.24,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,1063169.7000000002,59.3221935308493,34.02171977513972,0.5769405872258587,INR 25 to 35 lacs,Var < 2%
Oct-2023,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,11915,4283112.53,746892.15,3619279.7,1313336.32,2244295.6,913371.8,14015.42,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,1497403.4500000002,62.009454533176864,41.37296849425592,0.3872433512115684,INR 35 to 45 lacs,Var < 2%
Nov-2023,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,8301,3281947.9,802482.11,2588333.81,1211667.83,1254459.37,-132779.41,22879.13,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,451977.2600000001,48.46590363087673,17.462093113870818,0.8839327412718841,INR 25 to 35 lacs,Var < 2%
Dec-2023,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,10956,3541984.81,598823.66,3074110.09,1138424.79,1859238.12,662864.35,25754.84,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,1260414.46,60.48053145682887,41.0009538728003,0.837798232528491,INR 25 to 35 lacs,Var < 2%
Jan-2024,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,10124,4096983.1,753910.01,3385229.66,1256061.31,2039389.01,797406.7,13705.54,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,1285479.0,60.24374163140234,37.97316959582589,0.4048629303336542,INR 25 to 35 lacs,Var < 2%
Feb-2024,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,10479,4243785.39,923782.87,3436431.3,1517199.05,1801176.43,546755.81,10444.37,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,877393.5599999999,52.414155056729925,25.532114085912323,0.30393070858131227,INR 25 to 35 lacs,Var < 2%
Mar-2024,Ahmedabad,"Oconnell, Leonard and Hoover",Active,South,12368,3953862.07,1160490.41,2843824.68,930179.15,1795890.95,318547.18,25983.16,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%,635400.54,63.15055082790827,22.3431684965896,0.9136695444952676,INR 25 to 35 lacs,Var < 2%
Oct-2023,Pune,Scott LLC,Inactive,West,8873,4100156.9,782710.1,3370051.23,1576845.03,1697241.74,291009.95,24014.51,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,914531.64,50.36249078029594,27.13702485763102,0.7125859033306149,INR 25 to 35 lacs,Var < 2%
Nov-2023,Pune,Scott LLC,Inactive,West,8375,3111833.84,743937.08,2457272.66,1055607.66,1316181.81,-68593.33,19924.78,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,572244.7300000001,53.56270923553107,23.28779949067598,0.8108493747698311,INR 15 to 25 lacs,Var < 2%
Dec-2023,Pune,Scott LLC,Inactive,West,9296,3239801.51,530343.59,2776703.05,1194645.84,1519519.68,246344.05,17694.65,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,989176.09,54.72388125910691,35.62412228415999,0.6372539548296317,INR 25 to 35 lacs,Var < 2%
Jan-2024,Pune,Scott LLC,Inactive,West,7344,3018580.51,719022.09,2337981.11,781081.96,1466867.87,81218.42,15744.42,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,747845.7800000001,62.740792204262085,31.98681874722248,0.6734194700144519,INR 15 to 25 lacs,Var < 2%
Feb-2024,Pune,Scott LLC,Inactive,West,12127,5186690.7,1026764.96,4259732.07,1590576.98,2527982.5,1200758.85,18563.68,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,1501217.54,59.346044738442906,35.242064884141875,0.43579454517194544,INR 35 to 45 lacs,Var < 2%
